Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
398,137,2,2,37555.2231948967,4.840766666667,170.153809242642
399,137,3,2,15519.1393641491,4.857816666667,273.205869953022
400,138,1,1,387509.7738936,4.859816666667,
401,138,2,2,27323.7389266572,4.877283333333,128.10677189154
402,138,3,2,16525.0080557014,4.894316666667,279.093561812734
403,139,1,1,407125.5659758,4.896333333333,
404,139,2,2,30752.0265125104,4.9138,142.122500815444
405,139,3,2,36489.696679086,4.930833333333,298.203218361469
406,140,1,1,391775.4610499,4.932866666667,
407,140,2,2,37881.1897847593,4.9503,170.153956684822
408,140,3,2,18723.6876539659,4.96735,285.289857462951
409,141,1,1,402249.0722021,4.969366666667,
410,141,2,2,25974.2163756524,4.986816666667,128.106795615875
411,141,3,2,16514.737161548,5.003866666667,273.205408151374
412,142,1,1,383764.7598693,5.005883333333,
413,142,2,2,30913.2322953017,5.023316666667,142.122434889978
414,142,3,2,37451.5035226032,5.04035,298.20293349436
415,143,1,1,402390.9288456,5.042366666667,
416,143,2,2,39137.7005288064,5.059816666667,170.153691610051
417,143,3,2,17873.0704079763,5.076866666667,285.289429312145
418,144,1,1,392856.648432,5.078866666667,
419,144,2,2,26330.0661503312,5.096316666667,128.106700890289
420,144,3,2,16203.5163409562,5.113366666667,279.092541330111
421,145,1,1,402807.9487673,5.115366666667,
422,145,2,2,31206.2457667295,5.132833333333,142.122284489571
423,145,3,2,37787.5830301801,5.149866666667,298.202775950489
424,146,1,1,409236.9234156,5.1519,
425,146,2,2,38352.0366287602,5.16935,170.153750011948
426,146,3,2,18779.453451659,5.186383333333,285.289747163773
427,147,1,1,403937.8796701,5.1884,
428,147,2,2,27654.0362368018,5.205833333333,128.106704942951
429,147,3,2,8660.31831818417,5.222883333333,355.124162326005
430,148,1,1,402152.9391485,5.224883333333,
431,148,2,2,32271.7906213132,5.242333333333,142.122274512487
432,148,3,2,35527.6202687964,5.259383333333,298.203127243353
433,149,1,1,418847.0144138,5.261383333333,
434,149,2,2,38869.7357398418,5.278833333333,170.153598113764
435,149,3,2,17154.0414417388,5.295866666667,273.205499761236
436,150,1,1,394810.9859213,5.297883333333,
437,150,2,2,27386.6758121591,5.315333333333,128.106240170592
438,150,3,2,19922.450048499,5.332366666667,285.290072363455
439,151,1,1,403581.2459241,5.334383333333,
440,151,2,2,29888.3210887855,5.351833333333,142.122502585208
441,151,3,2,24699.6816063167,5.368866666667,256.156463233178
442,152,1,1,403015.738699,5.370883333333,
443,152,2,2,38844.8744257575,5.388316666667,170.153706638717
444,152,3,2,15846.2181620096,5.40535,279.093295768176
445,153,1,1,397520.6491285,5.407383333333,
446,153,2,2,27080.6090215025,5.4248,128.106803268515
447,153,3,2,37942.5248587382,5.44185,298.202490815192
448,154,1,1,389766.2180147,5.443866666667,
449,154,2,2,31296.4946563053,5.461316666667,142.122287523996
450,154,3,2,19388.9114904364,5.47835,285.289864410214
451,155,1,1,409429.5185769,5.480366666667,
452,155,2,2,38167.0227199665,5.4978,170.153774109009
453,155,3,2,16034.8273941734,5.51485,273.20546405904
454,156,1,1,401744.1831547,5.516866666667,
455,156,2,2,38877.7275378143,5.534316666667,298.203048813238
456,156,3,2,25184.7215123968,5.551366666667,355.124291612822
457,157,1,1,419824.0130889,5.553366666667,
458,157,2,2,27882.2966520522,5.57085,128.106693954724
459,157,3,2,30734.8421651095,5.5879,142.122432697952
460,158,1,1,407349.9281087,5.589916666667,
461,158,2,2,38978.5832740238,5.607383333333,170.153840377768
462,158,3,2,18373.9567890021,5.624416666667,285.290158255946
463,159,1,1,416024.854415,5.626433333333,
464,159,2,2,15562.4572092276,5.643866666667,279.092509771454
465,159,3,2,12360.4604857992,5.660916666667,282.1958585992
466,160,1,1,402514.2264973,5.662933333333,
467,160,2,2,31312.3161349906,5.680383333333,142.122495587496
468,160,3,2,40735.7513199836,5.697416666667,298.203180302365
469,161,1,1,423075.0382721,5.699433333333,
470,161,2,2,28621.3311239062,5.716883333333,128.106639912918
471,161,3,2,37919.6316278165,5.733933333333,170.153658639536
472,162,1,1,415144.1410433,5.735933333333,
473,162,2,2,15864.8371655468,5.753366666667,273.20554491266
474,162,3,2,18928.1323078768,5.770416666667,285.289831654162
475,163,1,1,444719.669316,5.772433333333,
476,163,2,2,30393.0440915971,5.789883333333,142.12241923943
477,163,3,2,62933.1037869607,5.806933333333,288.25300242634
478,164,1,1,511909.3596816,5.80895,
479,164,2,2,39993.40256213,5.8264,170.153593478363
480,164,3,2,22229.3196651595,5.84345,310.235036658929
481,165,1,1,561547.3089731,5.84545,
482,165,2,2,26854.6017958533,5.862933333333,128.106653988249
483,165,3,2,18724.9961731778,5.879983333333,285.289638201825
484,166,1,1,491312.7469055,5.882,
485,166,2,2,25752.6418418926,5.899433333333,288.25318079372
486,166,3,2,59921.2729884012,5.916483333333,298.203538966671
487,167,1,1,461458.2465625,5.9185,
